id,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,cycle
7,0,-0.0004,100,518.67,642.43,1589.29,1393.1,14.62,21.61,554.55,2388.01,9061.7,1.3,47.26,522.42,2388.01,8146.65,8.392,0.03,392,2388,100,39.13,23.2848,11
7,0.0048,-0.0001,100,518.67,641.94,1572.37,1398.7,14.62,21.61,554.8,2388.01,9057.32,1.3,47.07,522.73,2388.01,8144.75,8.4224,0.03,391,2388,100,39.06,23.4448,12
7,-0.0004,-0.0005,100,518.67,642,1585.94,1400.12,14.62,21.61,554.48,2388.03,9045.65,1.3,47.25,522.03,2388.01,8135.4,8.353,0.03,392,2388,100,39.01,23.3503,13
7,0.0009,-0.0003,100,518.67,641.7,1581.51,1403.54,14.62,21.61,553.76,2388.04,9059.89,1.3,47.21,522.2,2388.02,8135.55,8.3988,0.03,390,2388,100,39.19,23.3649,14
7,-0.004,0.0001,100,518.67,642.47,1578.13,1389.95,14.62,21.61,554.36,2388,9059.65,1.3,47.21,522.48,2388.02,8139.26,8.3816,0.03,392,2388,100,38.93,23.5052,15
7,-0.0044,-0.0002,100,518.67,642.02,1584.71,1393.76,14.62,21.61,554.91,2388.02,9059.78,1.3,47.37,522.6,2388.02,8142.56,8.4474,0.03,392,2388,100,38.91,23.4165,16
7,-0.0025,0.0001,100,518.67,642.29,1585.05,1396.23,14.62,21.61,554.28,2387.94,9051.83,1.3,47.19,522.3,2388.02,8139.42,8.4248,0.03,392,2388,100,38.93,23.3879,17
7,-0.0033,-0.0003,100,518.67,641.84,1579.68,1392.6,14.62,21.61,554.7,2388.05,9054.67,1.3,47.12,522.57,2388.05,8138.04,8.408,0.03,390,2388,100,39.01,23.5749,18
7,0.0008,0,100,518.67,642.29,1583.63,1396.62,14.62,21.61,554.17,2388.03,9061.62,1.3,47.23,522.66,2387.98,8145.9,8.4182,0.03,391,2388,100,39.15,23.4209,19
7,0.0011,-0.0002,100,518.67,641.57,1586.02,1390.45,14.62,21.6,554.87,2387.98,9065.04,1.3,47.06,522.91,2387.98,8137.62,8.4137,0.03,393,2388,100,38.98,23.4491,20
7,0.0008,-0.0002,100,518.67,641.82,1581.78,1385.67,14.62,21.61,554.32,2388.03,9051.56,1.3,47.16,522.61,2388.01,8136.15,8.4007,0.03,392,2388,100,39.11,23.3791,21
7,-0.0042,0.0004,100,518.67,642.24,1583.13,1398.81,14.62,21.61,554.88,2388.02,9050.46,1.3,47.06,522.34,2387.99,8145.36,8.373,0.03,393,2388,100,39.13,23.5238,22
7,0.0027,0.0002,100,518.67,642.52,1583.72,1395.56,14.62,21.61,553.83,2388.03,9057.11,1.3,47.09,522.03,2388.04,8141.41,8.4106,0.03,391,2388,100,38.79,23.6021,23
7,-0.0015,0.0001,100,518.67,642.25,1583.59,1402.61,14.62,21.61,554.75,2388,9058.07,1.3,47.33,522.03,2388.01,8136.79,8.4296,0.03,392,2388,100,38.85,23.3785,24
7,0.0004,0.0003,100,518.67,642.13,1587.91,1409.52,14.62,21.61,554.46,2387.98,9052.69,1.3,47.26,522.47,2388,8133.25,8.4307,0.03,391,2388,100,39.06,23.5228,25
7,-0.0004,-0.0003,100,518.67,642.21,1588.25,1392.03,14.62,21.61,554.98,2387.97,9057.24,1.3,47.2,522.17,2388.03,8143.58,8.3754,0.03,391,2388,100,39.29,23.3635,26
7,0.0005,0,100,518.67,642.65,1587.49,1391.59,14.62,21.61,554.47,2388,9052.58,1.3,47.1,521.72,2388.02,8138.19,8.3713,0.03,392,2388,100,39.15,23.4685,27
7,0.0012,-0.0004,100,518.67,641.81,1578,1398.92,14.62,21.61,554.39,2387.99,9059.38,1.3,47.24,522.03,2388.03,8148.88,8.4005,0.03,392,2388,100,39,23.2538,28
7,0.0024,-0.0001,100,518.67,642.07,1577.8,1397.9,14.62,21.61,554.25,2388.01,9058.26,1.3,47.23,522.03,2388.06,8141.82,8.39,0.03,392,2388,100,39.04,23.3554,29
7,0.0008,-0.0004,100,518.67,642.09,1591.61,1394.19,14.62,21.61,554.14,2387.95,9054.71,1.3,47.25,522.14,2388.01,8140.53,8.419,0.03,390,2388,100,38.97,23.4489,30
7,-0.0009,-0.0002,100,518.67,642.92,1583.25,1392.31,14.62,21.61,554.66,2388.06,9058.14,1.3,47.21,522.32,2387.99,8136.97,8.3961,0.03,391,2388,100,38.91,23.3357,31
7,0.0029,0.0003,100,518.67,642.5,1583.77,1395.33,14.62,21.61,554.11,2387.99,9059.36,1.3,47.09,522.12,2388,8138.76,8.3709,0.03,391,2388,100,39.3,23.4034,32
7,0.0003,0.0005,100,518.67,641.9,1589.33,1401.93,14.62,21.61,554.78,2388.05,9062.84,1.3,47.11,522.33,2387.97,8141.21,8.3737,0.03,392,2388,100,39.16,23.4225,33
7,0.0014,-0.0001,100,518.67,642.11,1578.02,1392.85,14.62,21.61,554.51,2388.01,9050.78,1.3,47.18,521.74,2388.03,8140.15,8.43,0.03,391,2388,100,38.9,23.4153,34
7,0.001,0.0001,100,518.67,642.05,1588.04,1403.37,14.62,21.61,554.64,2388.03,9050.21,1.3,47.15,522.59,2388.02,8139.81,8.4307,0.03,391,2388,100,38.97,23.4597,35
7,0.0007,-0.0002,100,518.67,641.64,1582.62,1395.36,14.62,21.6,553.76,2387.98,9060.56,1.3,47.4,521.89,2388.02,8145.88,8.3923,0.03,392,2388,100,38.81,23.3311,36
7,-0.0021,0.0002,100,518.67,642.12,1582.17,1398.22,14.62,21.61,554.31,2388,9061.06,1.3,47.26,521.82,2388.01,8146.28,8.3997,0.03,392,2388,100,38.89,23.289,37
7,-0.0018,-0.0002,100,518.67,642.35,1584.56,1391.45,14.62,21.61,554.42,2388.04,9060.52,1.3,47.22,522.52,2388,8141.35,8.4037,0.03,393,2388,100,39.06,23.3621,38
7,0.0008,-0.0002,100,518.67,642.44,1584.35,1398.59,14.62,21.61,554.29,2388.02,9053.31,1.3,47.28,522.68,2387.99,8134.52,8.3903,0.03,393,2388,100,39,23.4219,39
7,0.0005,-0.0005,100,518.67,642.36,1586.35,1395.75,14.62,21.61,554.56,2388.06,9060.47,1.3,47.21,522.1,2388,8136.65,8.398,0.03,390,2388,100,38.88,23.383,40
7,-0.005,-0.0001,100,518.67,642.24,1584.82,1400.12,14.62,21.61,554.46,2388.04,9056.16,1.3,47.18,522.41,2388.02,8141.13,8.3959,0.03,392,2388,100,38.97,23.3071,41
7,0.0029,0,100,518.67,642.59,1586.98,1397.03,14.62,21.61,554.03,2388.08,9056.9,1.3,47.19,522.24,2388,8137.65,8.4211,0.03,391,2388,100,39.04,23.397,42
7,0.0017,-0.0002,100,518.67,642.02,1589.32,1396.36,14.62,21.61,554.84,2388.03,9049.81,1.3,47.14,522.37,2388.04,8140.69,8.4124,0.03,393,2388,100,38.8,23.4292,43
7,-0.0005,-0.0002,100,518.67,641.86,1585.76,1402.05,14.62,21.61,553.91,2387.96,9056.69,1.3,47.28,522.32,2388.02,8141.06,8.4312,0.03,393,2388,100,39.07,23.2803,44
7,-0.0008,0.0002,100,518.67,641.92,1585.29,1405.09,14.62,21.61,554.85,2388.02,9055.28,1.3,47.24,521.94,2388,8138.24,8.3979,0.03,392,2388,100,38.95,23.39,45
7,-0.0017,0.0001,100,518.67,641.93,1582.94,1397.31,14.62,21.61,554.42,2388.03,9059.4,1.3,47.03,522.8,2388.03,8138.25,8.4186,0.03,391,2388,100,39.05,23.3818,46
7,0.0005,-0.0004,100,518.67,641.94,1588.59,1399.7,14.62,21.61,553.79,2388.02,9059.46,1.3,47.24,521.98,2388.02,8135.93,8.4062,0.03,391,2388,100,38.98,23.3417,47
7,-0.0017,0.0003,100,518.67,642.45,1582.42,1400.43,14.62,21.61,553.92,2388.08,9057.11,1.3,47.23,522.57,2388.03,8142.05,8.4188,0.03,393,2388,100,39.14,23.4231,48
7,0.0014,0.0003,100,518.67,641.86,1575.53,1398.51,14.62,21.61,554.06,2388.04,9055.64,1.3,47.29,522.86,2388.02,8143.23,8.4088,0.03,392,2388,100,38.92,23.3859,49
7,-0.0002,0.0001,100,518.67,642.59,1587.53,1400.01,14.62,21.61,554.2,2388.01,9054.17,1.3,47.35,522.6,2387.96,8138.23,8.437,0.03,392,2388,100,39.07,23.3734,50
