id,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,cycle
8,-0.0012,0.0003,100,518.67,641.76,1587.26,1398.88,14.62,21.61,553.75,2388.11,9041.99,1.3,47.44,522,2388.11,8130.45,8.4151,0.03,392,2388,100,38.86,23.3403,16
8,0.0025,-0.0001,100,518.67,642.43,1594.34,1405.64,14.62,21.61,553.57,2388.1,9051.68,1.3,47.34,521.87,2388.05,8131.18,8.4356,0.03,393,2388,100,38.9,23.3207,17
8,-0.0015,-0.0005,100,518.67,642.73,1586.1,1403.75,14.62,21.61,553.78,2388.07,9048.95,1.3,47.59,521.68,2388.1,8125.93,8.416,0.03,394,2388,100,38.81,23.3223,18
8,-0.0005,0.0004,100,518.67,642.44,1588.39,1407.41,14.62,21.61,554.33,2388.09,9051.11,1.3,47.4,522.24,2388.09,8131.14,8.4223,0.03,392,2388,100,39.04,23.3242,19
8,0.0018,0.0001,100,518.67,642.56,1587.37,1404.25,14.62,21.61,553.58,2388.08,9046.35,1.3,47.39,521.74,2388.06,8132.59,8.4062,0.03,391,2388,100,39.08,23.3306,20
8,0.0011,-0.0003,100,518.67,642.5,1588.39,1400.37,14.62,21.61,554.49,2388.07,9049.09,1.3,47.34,521.64,2388.09,8126.23,8.4155,0.03,392,2388,100,38.82,23.2841,21
8,-0.0014,0,100,518.67,642.23,1588.17,1411.2,14.62,21.61,554.25,2388.03,9055.78,1.3,47.47,521.2,2388.06,8132.04,8.4038,0.03,393,2388,100,38.91,23.3554,22
8,0.0018,0.0001,100,518.67,642.25,1596.71,1397.6,14.62,21.61,553.43,2388.07,9047.1,1.3,47.6,521.95,2388.08,8130.66,8.436,0.03,392,2388,100,39.01,23.3183,23
8,-0.0032,-0.0004,100,518.67,642.49,1586.14,1405.18,14.62,21.61,553.97,2388.09,9044.31,1.3,47.39,521.62,2388.09,8126.58,8.4318,0.03,393,2388,100,38.87,23.335,24
8,0.0022,0.0005,100,518.67,642.96,1586.56,1408.36,14.62,21.61,553.6,2388.1,9046.34,1.3,47.24,521.65,2388.09,8129.86,8.4154,0.03,393,2388,100,38.93,23.2589,25
8,-0.0003,0.0005,100,518.67,642.51,1595.45,1400.29,14.62,21.61,553.88,2388.05,9044.32,1.3,47.31,521.81,2388.1,8124.86,8.4211,0.03,392,2388,100,38.8,23.3798,26
8,0.0043,0,100,518.67,642.62,1585,1403.48,14.62,21.61,553.96,2388.08,9049,1.3,47.45,521.9,2388.08,8129.14,8.4054,0.03,394,2388,100,38.96,23.3182,27
8,0.0021,-0.0001,100,518.67,641.82,1585.57,1404.22,14.62,21.61,553.93,2388.05,9047.35,1.3,47.46,522.16,2388.03,8129.49,8.3924,0.03,394,2388,100,38.8,23.2926,28
8,0.0005,0.0004,100,518.67,642.84,1585.79,1400.02,14.62,21.61,554.39,2388.12,9048.81,1.3,47.49,522.06,2388.06,8126.94,8.4428,0.03,393,2388,100,39.02,23.3197,29
8,0.0001,0.0003,100,518.67,642.48,1583.33,1407.52,14.62,21.61,553.88,2388.13,9046.58,1.3,47.6,521.65,2388.08,8129.75,8.4363,0.03,392,2388,100,38.94,23.3573,30
8,-0.0003,0,100,518.67,642.76,1595.34,1410.6,14.62,21.61,553.8,2388.15,9046.82,1.3,47.5,522.24,2388.14,8127.82,8.3899,0.03,392,2388,100,38.76,23.2378,31
8,0.0009,0.0003,100,518.67,642.55,1589.67,1395.49,14.62,21.61,553.69,2388.09,9050.64,1.3,47.41,521.63,2388.12,8131.49,8.4253,0.03,393,2388,100,38.8,23.2088,32
8,0.0017,-0.0004,100,518.67,642.72,1582.4,1409.15,14.62,21.61,553.53,2388.09,9045.59,1.3,47.44,521.96,2388.1,8126.78,8.4456,0.03,393,2388,100,38.91,23.3568,33
8,0.0012,-0.0004,100,518.67,641.96,1591.52,1398.09,14.62,21.61,554.32,2388.08,9050.08,1.3,47.39,521.41,2388.11,8128.8,8.4247,0.03,392,2388,100,38.91,23.3687,34
8,-0.0033,-0.0003,100,518.67,642.06,1585.97,1400.14,14.62,21.61,553.18,2388.11,9050.49,1.3,47.5,521.96,2388.11,8131.3,8.417,0.03,392,2388,100,38.88,23.4041,35
8,0.0013,-0.0005,100,518.67,642.33,1590.83,1406.85,14.62,21.61,554.08,2388.1,9051.85,1.3,47.65,521.37,2388.14,8130.8,8.4539,0.03,392,2388,100,39.07,23.2708,36
8,-0.0004,0.0001,100,518.67,642.54,1586.96,1402.77,14.62,21.61,554.1,2388.06,9044.81,1.3,47.52,521.76,2388.07,8125.25,8.4194,0.03,391,2388,100,38.81,23.3782,37
8,-0.0047,-0.0004,100,518.67,642.22,1584.41,1414.89,14.62,21.61,554,2388.02,9047.3,1.3,47.39,521.51,2388.06,8126.71,8.4493,0.03,392,2388,100,38.99,23.2653,38
8,-0.0028,-0.0002,100,518.67,642.36,1586.47,1405.02,14.62,21.61,553.82,2388.1,9048.71,1.3,47.43,521.67,2388.1,8129.77,8.4475,0.03,392,2388,100,38.92,23.4443,39
8,-0.0046,0.0001,100,518.67,642.15,1589.21,1405.38,14.62,21.61,553.59,2388.02,9050.65,1.3,47.44,521.7,2388.08,8128.88,8.441,0.03,393,2388,100,38.92,23.2955,40
8,0.0009,-0.0001,100,518.67,642.38,1591.54,1395.01,14.62,21.61,554.7,2388.08,9044.69,1.3,47.42,521.48,2388.12,8130.38,8.3831,0.03,391,2388,100,38.7,23.3561,41
8,-0.0017,-0.0004,100,518.67,642.52,1585.08,1399.8,14.62,21.61,553.88,2388.09,9056.88,1.3,47.22,521.88,2388.08,8126.14,8.4096,0.03,392,2388,100,38.9,23.311,42
8,0.0005,0.0003,100,518.67,642.37,1592.87,1403.83,14.62,21.61,553.31,2388.13,9049.93,1.3,47.57,521.36,2388.09,8125.42,8.4184,0.03,393,2388,100,38.85,23.3633,43
8,0.0033,-0.0001,100,518.67,642.86,1585.6,1404.34,14.62,21.61,553.09,2388.09,9051.79,1.3,47.22,521.35,2388.06,8128.44,8.4152,0.03,392,2388,100,38.82,23.2367,44
8,0.0025,-0.0002,100,518.67,642.62,1586.3,1402.47,14.62,21.61,553.69,2388.06,9049.31,1.3,47.53,522.06,2388.08,8130.46,8.432,0.03,392,2388,100,38.99,23.247,45
8,-0.0014,0.0001,100,518.67,642.46,1580.33,1409.41,14.62,21.61,553.58,2388.12,9046.96,1.3,47.35,521.52,2388.07,8132.83,8.4349,0.03,393,2388,100,38.84,23.3712,46
8,0.0004,0.0001,100,518.67,642.2,1583.09,1406.95,14.62,21.61,552.92,2388.16,9034.87,1.3,47.42,521.79,2388.11,8129.99,8.4059,0.03,394,2388,100,38.88,23.2881,47
8,-0.0019,-0.0004,100,518.67,642.53,1580.31,1409.92,14.62,21.61,553.6,2388.04,9054.54,1.3,47.56,521.71,2388.05,8126.79,8.425,0.03,392,2388,100,38.84,23.4524,48
8,-0.003,-0.0004,100,518.67,642.71,1585.24,1403.03,14.62,21.61,553.77,2388.08,9047.99,1.3,47.2,521.8,2388.09,8129.05,8.388,0.03,393,2388,100,38.99,23.3601,49
8,-0.0005,0.0004,100,518.67,642.33,1583.37,1416.82,14.62,21.61,553.54,2388.09,9054.18,1.3,47.44,521.64,2388.15,8127.54,8.466,0.03,392,2388,100,38.66,23.32,50
8,0.002,-0.0001,100,518.67,642.43,1587.46,1400.47,14.62,21.61,554,2388.06,9039.97,1.3,47.38,522.26,2388.1,8128.29,8.427,0.03,392,2388,100,38.91,23.375,51
8,0.0001,0.0004,100,518.67,642.29,1592.67,1408.88,14.62,21.61,553.67,2388.13,9041.57,1.3,47.54,521.25,2388.11,8130.14,8.4404,0.03,393,2388,100,38.71,23.4156,52
8,0.003,0.0001,100,518.67,642.58,1592.73,1396.55,14.62,21.61,552.92,2388.15,9042.37,1.3,47.42,521.61,2388.08,8127.97,8.408,0.03,393,2388,100,38.68,23.2961,53
8,0.003,0.0002,100,518.67,642.85,1592.42,1403.19,14.62,21.61,553.92,2388.05,9042.71,1.3,47.45,521.58,2388.05,8132.13,8.4703,0.03,392,2388,100,38.81,23.3632,54
8,-0.0015,-0.0002,100,518.67,642.47,1587.78,1404.98,14.62,21.6,553.32,2388.12,9051.86,1.3,47.41,521.64,2388.05,8127.23,8.4222,0.03,392,2388,100,38.77,23.2343,55
8,0.0001,0.0001,100,518.67,642.84,1590.29,1408.69,14.62,21.61,553.99,2388.13,9053.29,1.3,47.42,521.56,2388.1,8131.26,8.4385,0.03,393,2388,100,38.63,23.3042,56
8,-0.0028,-0.0002,100,518.67,642.35,1590.31,1407.99,14.62,21.61,553.7,2388.12,9046.81,1.3,47.62,521.3,2388.07,8128.23,8.4082,0.03,393,2388,100,38.94,23.4161,57
8,-0.0005,-0.0003,100,518.67,642.39,1591.14,1409.73,14.62,21.61,553.77,2388.12,9045.22,1.3,47.34,521.75,2388.13,8127.46,8.4271,0.03,393,2388,100,38.77,23.3265,58
8,-0.0024,0.0004,100,518.67,642.57,1582.78,1407.24,14.62,21.61,554.45,2388.07,9047.61,1.3,47.59,521.84,2388.08,8136.05,8.428,0.03,393,2388,100,38.88,23.3024,59
8,0.0046,-0.0005,100,518.67,642.46,1588.53,1404.46,14.62,21.61,553.47,2388.14,9040.15,1.3,47.44,521.97,2388.07,8131.02,8.4404,0.03,393,2388,100,38.96,23.303,60
8,0,0.0002,100,518.67,642.61,1584.23,1404.43,14.62,21.61,553.23,2388.08,9049.65,1.3,47.6,521.82,2388.02,8130.26,8.4447,0.03,392,2388,100,38.79,23.34,61
8,-0.0004,-0.0004,100,518.67,642.75,1586.83,1408.7,14.62,21.61,553.95,2388.14,9052.87,1.3,47.43,522.21,2388.08,8129.71,8.4483,0.03,392,2388,100,38.95,23.2094,62
8,0.0014,0,100,518.67,642.39,1597.05,1406.07,14.62,21.61,553.48,2388.06,9045.8,1.3,47.53,521.75,2388.08,8126.69,8.4531,0.03,393,2388,100,38.8,23.3096,63
8,0.002,0,100,518.67,642.3,1592.06,1404.82,14.62,21.61,553.97,2388.11,9057.76,1.3,47.38,521.6,2388.03,8132.57,8.42,0.03,392,2388,100,38.93,23.3316,64
8,0.0004,-0.0001,100,518.67,642.47,1591.33,1406.53,14.62,21.61,554.15,2388.09,9037.7,1.3,47.47,521.89,2388.08,8124.34,8.4674,0.03,392,2388,100,38.83,23.4057,65
8,0.0009,-0.0004,100,518.67,642.79,1595.79,1403.12,14.62,21.61,553.9,2388.09,9051.73,1.3,47.38,521.89,2388.04,8125.18,8.4214,0.03,393,2388,100,38.74,23.3928,66
8,-0.001,0.0001,100,518.67,642.58,1588.54,1406.31,14.62,21.61,554.1,2388.09,9059.3,1.3,47.62,521.72,2388.1,8135.51,8.3961,0.03,393,2388,100,38.79,23.4287,67
8,0.0017,-0.0004,100,518.67,642.37,1584.4,1402.28,14.62,21.61,553.26,2388.06,9043.86,1.3,47.34,521.42,2388.13,8130.96,8.4235,0.03,392,2388,100,38.94,23.3122,68
8,0.0031,-0.0004,100,518.67,642.15,1586.02,1407.69,14.62,21.61,553.1,2388.13,9051.48,1.3,47.47,521.48,2388.07,8130.09,8.451,0.03,392,2388,100,38.94,23.2831,69
8,0.0015,0.0003,100,518.67,642.62,1587.08,1399.78,14.62,21.61,552.97,2388.14,9051.13,1.3,47.43,521.75,2388.15,8129.87,8.4348,0.03,391,2388,100,38.82,23.2907,70
8,0.0007,-0.0004,100,518.67,642.6,1588.88,1401.55,14.62,21.61,553.62,2388.11,9049.8,1.3,47.72,522.15,2388.05,8129.45,8.4679,0.03,392,2388,100,38.88,23.3243,71
8,0.0017,-0.0004,100,518.67,642.24,1585.32,1404.74,14.62,21.61,554.35,2388.1,9056.29,1.3,47.32,521.68,2388.12,8132.98,8.4237,0.03,391,2388,100,38.83,23.2733,72
8,-0.0009,-0.0005,100,518.67,642.45,1589.61,1404.55,14.62,21.61,553.98,2388.09,9050.96,1.3,47.63,521.89,2388.08,8127.2,8.4219,0.03,394,2388,100,38.84,23.2643,73
8,-0.0022,0.0003,100,518.67,642.42,1589.14,1407.2,14.62,21.61,554.05,2388.12,9049.19,1.3,47.4,521.51,2388.11,8130.36,8.3826,0.03,393,2388,100,38.92,23.2243,74
8,-0.0042,-0.0001,100,518.67,642.1,1589.34,1411.94,14.62,21.61,553.53,2388.14,9048.6,1.3,47.39,521.32,2388.1,8131.72,8.4074,0.03,393,2388,100,38.9,23.3201,75
8,-0.0005,-0.0001,100,518.67,642.98,1586.75,1410.06,14.62,21.61,553.61,2388.03,9048.04,1.3,47.34,521.4,2388.21,8129.84,8.4289,0.03,390,2388,100,38.99,23.3967,76
8,0.0014,-0.0002,100,518.67,642.53,1580.79,1402.55,14.62,21.61,553.71,2388.06,9045.8,1.3,47.32,521.5,2388.08,8133.11,8.4044,0.03,392,2388,100,38.97,23.3103,77
8,0.0038,-0.0002,100,518.67,642.07,1589.91,1403.42,14.62,21.61,553.02,2388.1,9048.66,1.3,47.43,521.95,2388.07,8125.63,8.4065,0.03,393,2388,100,38.8,23.3393,78
8,-0.0031,0.0004,100,518.67,642.55,1590.11,1406.21,14.62,21.61,553.79,2388.11,9041.07,1.3,47.33,521.58,2388.16,8129.73,8.426,0.03,394,2388,100,38.66,23.2931,79
8,-0.0006,0.0001,100,518.67,642.85,1588.7,1407.49,14.62,21.61,553.53,2388.09,9044.18,1.3,47.48,521.48,2388.11,8132.07,8.401,0.03,391,2388,100,38.8,23.4094,80
8,0.0035,0.0003,100,518.67,642.73,1589.85,1400.2,14.62,21.61,553.65,2388.12,9050.12,1.3,47.5,521.94,2388.1,8131.45,8.4451,0.03,393,2388,100,38.83,23.2185,81
8,0.0018,-0.0004,100,518.67,642.25,1585.61,1404.21,14.62,21.61,553.25,2388.13,9050.17,1.3,47.63,521.37,2388.11,8127.38,8.4198,0.03,392,2388,100,38.97,23.2805,82
8,-0.0019,0.0003,100,518.67,642.64,1589.79,1408.66,14.62,21.61,554.03,2388.11,9045.27,1.3,47.51,521.38,2388.08,8125.35,8.4736,0.03,393,2388,100,38.89,23.3946,83
8,-0.0028,0.0003,100,518.67,642.52,1597.58,1398.1,14.62,21.61,552.38,2388.1,9053.84,1.3,47.47,521.5,2388.11,8132.05,8.4496,0.03,393,2388,100,38.74,23.3733,84
8,-0.004,0.0003,100,518.67,642.78,1587.94,1409.34,14.62,21.61,553.53,2388.07,9045.43,1.3,47.48,521.87,2388.1,8127.53,8.4353,0.03,393,2388,100,38.95,23.341,85
8,0.0014,0.0003,100,518.67,643.09,1590.96,1408.55,14.62,21.61,553.23,2388.08,9051.76,1.3,47.5,521.51,2388.07,8134.9,8.441,0.03,394,2388,100,38.85,23.3442,86
8,0.0022,-0.0005,100,518.67,642.34,1584.44,1407.12,14.62,21.61,553.49,2388.18,9050.34,1.3,47.42,521.99,2388.13,8128.18,8.421,0.03,395,2388,100,38.94,23.3782,87
8,-0.0003,0.0002,100,518.67,642.67,1588.19,1406.25,14.62,21.61,553.93,2388.07,9056.42,1.3,47.51,521.46,2388.08,8127.07,8.4378,0.03,394,2388,100,39.02,23.3727,88
8,-0.0006,0.0002,100,518.67,642.28,1587.58,1410.09,14.62,21.61,554.17,2388.06,9051.09,1.3,47.3,522.09,2388.02,8133.2,8.404,0.03,393,2388,100,38.82,23.3269,89
8,0.0015,0.0001,100,518.67,642.83,1595.48,1408.35,14.62,21.61,553.64,2388.1,9048.74,1.3,47.74,521.11,2388.1,8126.07,8.4592,0.03,392,2388,100,38.98,23.4035,90
8,-0.0003,0.0001,100,518.67,642.97,1584.52,1408.56,14.62,21.61,553.86,2388.04,9038.54,1.3,47.43,521.68,2388.04,8135.19,8.4326,0.03,393,2388,100,38.95,23.3165,91
8,0.0009,-0.0002,100,518.67,642.4,1592.6,1398.34,14.62,21.61,553.78,2388.11,9046.72,1.3,47.34,521.43,2388.1,8135.34,8.4468,0.03,393,2388,100,38.72,23.4032,92
8,0.0029,-0.0004,100,518.67,642.4,1590.18,1402.56,14.62,21.61,553.56,2388.15,9045.9,1.3,47.55,521.42,2388.1,8128,8.4116,0.03,393,2388,100,38.96,23.2532,93
8,-0.001,0.0004,100,518.67,642.56,1583.01,1405.07,14.62,21.61,553.72,2388.13,9053.07,1.3,47.5,521.32,2388.09,8131.23,8.4882,0.03,393,2388,100,38.95,23.3653,94
8,-0.0009,0.0004,100,518.67,642.05,1590.52,1408.27,14.62,21.61,552.86,2388.07,9047.01,1.3,47.4,521.1,2388.07,8124.87,8.4759,0.03,394,2388,100,38.78,23.3215,95
8,0.0022,0.0003,100,518.67,642.72,1586.72,1407.42,14.62,21.61,553.54,2388.08,9042.07,1.3,47.51,521.1,2388.09,8128.83,8.4462,0.03,394,2388,100,38.91,23.3437,96
8,-0.0002,-0.0002,100,518.67,642.23,1590.89,1408.31,14.62,21.61,553.24,2388.14,9041.68,1.3,47.43,521.92,2388.14,8130.82,8.4173,0.03,394,2388,100,38.93,23.2142,97
8,-0.0008,-0.0004,100,518.67,642.62,1577.28,1407.18,14.62,21.61,552.95,2388.11,9048.67,1.3,47.48,521.5,2388.09,8123.44,8.4293,0.03,392,2388,100,38.74,23.2906,98
8,0.0014,0.0005,100,518.67,642.99,1587.82,1407.66,14.62,21.61,553.76,2388.11,9056.05,1.3,47.41,521.37,2388.1,8126.02,8.426,0.03,392,2388,100,38.81,23.3348,99
8,-0.001,-0.0002,100,518.67,642.8,1592.86,1406.44,14.62,21.61,553.61,2388.11,9049.64,1.3,47.49,521.65,2388.12,8129.26,8.4467,0.03,392,2388,100,38.85,23.2747,100
